#M z y MLa eta sup_ad
2.685742187499999822e+00 2.985717773437499695e-02 2.828857421875000111e-01 1.784399414062499911e+00 1.319970703124999922e-01 2.147827148437500208e-02
2.485742187499999645e+00 1.860717773437500083e-02 3.078857421874999778e-01 1.959399414062499956e+00 1.769970703125000044e-01 2.728271484375000173e-03
2.085742187500000178e+00 2.610717773437500056e-02 2.578857421874999889e-01 1.609399414062500089e+00 2.669970703124999734e-01 1.522827148437500000e-02
2.060742187499999822e+00 1.813842773437500042e-02 3.485107421875000000e-01 2.287524414062499734e+00 1.488720703124999933e-01 1.913452148437500000e-02
2.460742187499999734e+00 2.563842773437499667e-02 2.985107421875000111e-01 1.937524414062500089e+00 2.388720703124999900e-01 6.634521484375000173e-03
2.660742187499999911e+00 2.188842773437500028e-02 3.235107421874999778e-01 2.112524414062499911e+00 2.838720703125000022e-01 1.288452148437500139e-02
2.260742187500000000e+00 2.938842773437500000e-02 2.735107421874999889e-01 1.762524414062500044e+00 1.938720703124999778e-01 3.845214843750000434e-04
2.360742187500000089e+00 2.001342773437499861e-02 2.860107421875000000e-01 1.675024414062500133e+00 1.713720703124999856e-01 1.600952148437500069e-02
2.760742187500000000e+00 2.751342773437499833e-02 3.360107421874999889e-01 2.025024414062500000e+00 2.613720703124999822e-01 3.509521484375000000e-03
2.560742187499999822e+00 1.626342773437499875e-02 2.610107421874999778e-01 1.850024414062499956e+00 2.163720703124999978e-01 2.225952148437500278e-02
2.160742187499999911e+00 2.376342773437499847e-02 3.110107421874999667e-01 2.200024414062499822e+00 1.263720703125000011e-01 9.759521484375000347e-03
2.110742187500000089e+00 2.095092773437499944e-02 2.547607421875000000e-01 1.981274414062499822e+00 2.501220703125000000e-01 1.757202148437500208e-02
2.510742187500000000e+00 2.845092773437499917e-02 3.047607421874999889e-01 1.631274414062500178e+00 1.601220703125000033e-01 5.072021484375000520e-03
2.710742187499999734e+00 1.720092773437499958e-02 2.797607421875000222e-01 2.156274414062499645e+00 2.051220703124999878e-01 2.382202148437500069e-02
2.310742187499999822e+00 2.470092773437499931e-02 3.297607421874999556e-01 1.806274414062500000e+00 2.951220703124999845e-01 1.132202148437500000e-02
2.210742187500000178e+00 1.532592773437499965e-02 3.172607421875000000e-01 1.893774414062499911e+00 2.726220703124999645e-01 2.069702148437500139e-02
2.610742187499999645e+00 2.282592773437500111e-02 2.672607421875000111e-01 2.243774414062500000e+00 1.826220703124999956e-01 8.197021484375000694e-03
2.410742187499999911e+00 1.907592773437499778e-02 3.422607421874999667e-01 1.718774414062500089e+00 1.376220703124999833e-01 1.444702148437500104e-02
2.010742187500000000e+00 2.657592773437499750e-02 2.922607421874999778e-01 2.068774414062499734e+00 2.276220703124999800e-01 1.947021484375000130e-03
2.007617187500000178e+00 1.843139648437500111e-02 3.160888671874999556e-01 1.754321289062499956e+00 1.228564453124999928e-01 2.352905273437500000e-02
2.407617187500000089e+00 2.593139648437500083e-02 2.660888671875000222e-01 2.104321289062499822e+00 2.128564453124999756e-01 1.102905273437500104e-02
2.607617187499999822e+00 2.218139648437499750e-02 3.410888671874999778e-01 1.929321289062500000e+00 2.578564453124999600e-01 1.727905273437500139e-02
2.207617187499999911e+00 2.968139648437499722e-02 2.910888671874999889e-01 2.279321289062499645e+00 1.678564453124999911e-01 4.779052734375000694e-03
2.307617187500000000e+00 2.030639648437499931e-02 2.535888671875000111e-01 2.191821289062499734e+00 1.903564453125000111e-01 1.415405273437500035e-02
2.707617187499999911e+00 2.780639648437499903e-02 3.035888671875000000e-01 1.841821289062500089e+00 2.803564453124999800e-01 1.654052734375000087e-03
2.507617187499999734e+00 1.655639648437499944e-02 2.785888671874999778e-01 2.016821289062499911e+00 2.353564453124999956e-01 2.040405273437500069e-02
2.107617187499999822e+00 2.405639648437499917e-02 3.285888671874999667e-01 1.666821289062500044e+00 1.453564453124999989e-01 7.904052734375000000e-03
2.157617187500000089e+00 2.124389648437500014e-02 2.848388671875000111e-01 1.798071289062499911e+00 2.241064453124999856e-01 1.259155273437500069e-02
2.557617187500000000e+00 2.874389648437499639e-02 3.348388671875000000e-01 2.148071289062500000e+00 1.341064453124999889e-01 9.155273437500000000e-05
2.757617187499999734e+00 1.749389648437500028e-02 2.598388671874999889e-01 1.623071289062500089e+00 1.791064453125000011e-01 1.884155273437500278e-02
2.357617187499999822e+00 2.499389648437500000e-02 3.098388671874999778e-01 1.973071289062499956e+00 2.691064453124999978e-01 6.341552734375000347e-03
2.257617187500000178e+00 1.561889648437499861e-02 3.473388671874999556e-01 2.060571289062500089e+00 2.916064453125000178e-01 2.196655273437500208e-02
2.657617187499999645e+00 2.311889648437499833e-02 2.973388671874999667e-01 1.710571289062500000e+00 2.016064453124999933e-01 9.466552734375001388e-03
2.457617187499999911e+00 1.936889648437499847e-02 3.223388671874999889e-01 2.235571289062499911e+00 1.566064453125000089e-01 1.571655273437500000e-02
2.057617187500000000e+00 2.686889648437499820e-02 2.723388671875000000e-01 1.885571289062500044e+00 2.466064453124999778e-01 3.216552734375000173e-03
2.082617187499999911e+00 1.890014648437499806e-02 3.317138671874999556e-01 1.994946289062499822e+00 1.734814453124999822e-01 1.181030273437500000e-02
2.482617187499999822e+00 2.640014648437499778e-02 2.817138671875000222e-01 1.644946289062500178e+00 2.634814453124999512e-01 2.431030273437500069e-02
2.682617187500000000e+00 1.515014648437499993e-02 3.067138671874999889e-01 2.169946289062499645e+00 2.184814453124999944e-01 5.560302734375000520e-03
2.282617187500000089e+00 2.265014648437499792e-02 2.567138671875000000e-01 1.819946289062500000e+00 1.284814453124999978e-01 1.806030273437500208e-02
2.382617187499999734e+00 1.702514648437499986e-02 2.942138671874999778e-01 1.907446289062499911e+00 1.509814453124999900e-01 2.435302734375000347e-03
2.782617187499999645e+00 2.452514648437499958e-02 3.442138671874999667e-01 2.257446289062500000e+00 2.409814453124999867e-01 1.493530273437500104e-02
2.582617187499999911e+00 2.077514648437499972e-02 2.692138671875000111e-01 1.732446289062500089e+00 2.859814453125000266e-01 8.685302734375000694e-03
2.182617187500000000e+00 2.827514648437499944e-02 3.192138671875000000e-01 2.082446289062499734e+00 1.959814453125000022e-01 2.118530273437500139e-02
2.132617187500000178e+00 1.608764648437499903e-02 2.629638671874999778e-01 2.213696289062499822e+00 2.747314453124999889e-01 8.728027343750000434e-04
2.532617187499999645e+00 2.358764648437499875e-02 3.129638671874999667e-01 1.863696289062499956e+00 1.847314453124999922e-01 1.337280273437500139e-02
2.732617187499999822e+00 1.983764648437499889e-02 2.879638671875000000e-01 2.038696289062500000e+00 1.397314453124999800e-01 7.122802734375000173e-03
2.332617187499999911e+00 2.733764648437499861e-02 3.379638671874999889e-01 1.688696289062500133e+00 2.297314453125000044e-01 1.962280273437500000e-02
2.232617187499999822e+00 2.171264648437500056e-02 3.004638671875000111e-01 1.601196289062500000e+00 2.522314453124999689e-01 1.024780273437500035e-02
2.632617187499999734e+00 2.921264648437500028e-02 2.504638671875000222e-01 1.951196289062500089e+00 1.622314453125000000e-01 2.274780273437500278e-02
2.432617187500000000e+00 1.796264648437500069e-02 3.254638671874999778e-01 1.776196289062500044e+00 2.072314453124999845e-01 3.997802734375000000e-03
2.032617187500000089e+00 2.546264648437499695e-02 2.754638671874999889e-01 2.126196289062499911e+00 2.972314453125000089e-01 1.649780273437500069e-02
2.045117187499999822e+00 2.241577148437499944e-02 2.614013671875000111e-01 2.093383789062500000e+00 1.425439453125000033e-01 5.950927734375000000e-03
2.445117187499999734e+00 2.991577148437499917e-02 3.114013671875000000e-01 1.743383789062499911e+00 2.325439453125000000e-01 1.845092773437500069e-02
2.645117187499999911e+00 1.866577148437499958e-02 2.864013671874999778e-01 2.268383789062499822e+00 2.775439453124999845e-01 1.220092773437500035e-02
2.245117187500000000e+00 2.616577148437499931e-02 3.364013671874999667e-01 1.918383789062499956e+00 1.875439453124999878e-01 2.470092773437500278e-02
2.345117187500000089e+00 1.679077148437499792e-02 3.239013671874999556e-01 1.830883789062500044e+00 1.650439453124999956e-01 9.075927734375001041e-03
2.745117187500000000e+00 2.429077148437500111e-02 2.739013671875000222e-01 2.180883789062499911e+00 2.550439453124999645e-01 2.157592773437500000e-02
2.545117187499999822e+00 2.054077148437499778e-02 3.489013671874999778e-01 1.655883789062500000e+00 2.100439453124999800e-01 2.825927734375000260e-03
2.145117187499999911e+00 2.804077148437499750e-02 2.989013671874999889e-01 2.005883789062500089e+00 1.200439453124999972e-01 1.532592773437500139e-02
2.195117187500000178e+00 1.772827148437499875e-02 3.426513671875000000e-01 2.137133789062499734e+00 2.437939453124999822e-01 7.513427734375000520e-03
2.595117187499999645e+00 2.522827148437499847e-02 2.926513671875000111e-01 1.787133789062500089e+00 1.537939453124999856e-01 2.001342773437500208e-02
2.795117187499999822e+00 2.147827148437499861e-02 3.176513671874999778e-01 1.962133789062499911e+00 1.987939453124999978e-01 1.263427734375000173e-03
2.395117187499999911e+00 2.897827148437499833e-02 2.676513671874999889e-01 1.612133789062500044e+00 2.887939453125000222e-01 1.376342773437500000e-02
2.295117187499999822e+00 1.960327148437500042e-02 2.801513671875000000e-01 1.699633789062499956e+00 2.662939453125000022e-01 4.388427734375000347e-03
2.695117187499999734e+00 2.710327148437499667e-02 3.301513671874999889e-01 2.049633789062499822e+00 1.762939453124999778e-01 1.688842773437499931e-02
2.495117187500000000e+00 1.585327148437500056e-02 2.551513671874999778e-01 1.874633789062500000e+00 1.312939453124999933e-01 1.063842773437500069e-02
2.095117187500000089e+00 2.335327148437500028e-02 3.051513671874999667e-01 2.224633789062499645e+00 2.212939453124999900e-01 2.313842773437500139e-02
2.070117187500000178e+00 1.538452148437500014e-02 2.895263671875000222e-01 1.677758789062500089e+00 1.931689453125000067e-01 1.766967773437500000e-02
2.470117187500000089e+00 2.288452148437499986e-02 3.395263671874999556e-01 2.027758789062499734e+00 2.831689453125000311e-01 5.169677734375000173e-03
2.670117187499999822e+00 1.913452148437500000e-02 2.645263671875000000e-01 1.852758789062499911e+00 2.381689453124999911e-01 2.391967773437500208e-02
2.270117187499999911e+00 2.663452148437499972e-02 3.145263671874999889e-01 2.202758789062500000e+00 1.481689453124999944e-01 1.141967773437500139e-02
2.370117187500000000e+00 2.100952148437499820e-02 3.270263671875000000e-01 2.290258789062499911e+00 1.256689453125000022e-01 2.079467773437500278e-02
2.770117187499999911e+00 2.850952148437500139e-02 2.770263671875000111e-01 1.940258789062499822e+00 2.156689453124999989e-01 8.294677734375000347e-03
2.570117187499999734e+00 1.725952148437499833e-02 3.020263671874999778e-01 2.115258789062499645e+00 2.606689453124999556e-01 1.454467773437500069e-02
2.170117187499999822e+00 2.475952148437499806e-02 2.520263671874999889e-01 1.765258789062500000e+00 1.706689453124999867e-01 2.044677734375000000e-03
2.120117187500000000e+00 2.007202148437500083e-02 3.082763671875000111e-01 1.896508789062500089e+00 2.944189453125000133e-01 1.923217773437500139e-02
2.520117187499999911e+00 2.757202148437500056e-02 2.582763671875000222e-01 2.246508789062499734e+00 2.044189453124999889e-01 6.732177734375000694e-03
2.720117187499999645e+00 1.632202148437500097e-02 3.332763671874999778e-01 1.721508789062500044e+00 1.594189453125000044e-01 1.298217773437500104e-02
2.320117187500000178e+00 2.382202148437499722e-02 2.832763671874999889e-01 2.071508789062499911e+00 2.494189453125000011e-01 4.821777343750000217e-04
2.220117187500000089e+00 1.819702148437499917e-02 2.707763671874999778e-01 1.984008789062500000e+00 2.269189453125000089e-01 1.610717773437500208e-02
2.620117187500000000e+00 2.569702148437499889e-02 3.207763671874999667e-01 1.634008789062500133e+00 1.369189453124999845e-01 3.607177734375000087e-03
2.420117187499999822e+00 2.194702148437499903e-02 2.957763671875000000e-01 2.159008789062499822e+00 1.819189453124999967e-01 2.235717773437500069e-02
2.020117187499999911e+00 2.944702148437499875e-02 3.457763671874999889e-01 1.809008789062499956e+00 2.719189453124999933e-01 9.857177734375000000e-03
2.013867187499999822e+00 2.042358398437500028e-02 2.981201171874999778e-01 2.251977539062499645e+00 2.339501953124999978e-01 8.880615234375000000e-03
2.413867187499999734e+00 2.792358398437500000e-02 3.481201171874999667e-01 1.901977539062500000e+00 1.439501953125000011e-01 2.138061523437500069e-02
2.613867187499999911e+00 1.667358398437500042e-02 2.731201171875000111e-01 2.076977539062499822e+00 1.889501953125000133e-01 2.630615234375000087e-03
2.213867187500000000e+00 2.417358398437499667e-02 3.231201171875000000e-01 1.726977539062499956e+00 2.789501953124999822e-01 1.513061523437500035e-02
2.313867187500000089e+00 1.854858398437499861e-02 3.356201171874999556e-01 1.639477539062500044e+00 2.564501953125000178e-01 5.755615234375000694e-03
2.713867187500000000e+00 2.604858398437499833e-02 2.856201171875000222e-01 1.989477539062499911e+00 1.664501953124999933e-01 1.825561523437500139e-02
2.513867187499999822e+00 2.229858398437499847e-02 3.106201171874999889e-01 1.814477539062500089e+00 1.214501953124999950e-01 1.200561523437500104e-02
2.113867187499999911e+00 2.979858398437499820e-02 2.606201171875000000e-01 2.164477539062499734e+00 2.114501953124999778e-01 2.450561523437500000e-02
2.163867187500000178e+00 1.573608398437499958e-02 3.043701171875000111e-01 2.033227539062500089e+00 1.552001953125000111e-01 4.193115234375000173e-03
2.563867187499999645e+00 2.323608398437499931e-02 2.543701171875000222e-01 1.683227539062500000e+00 2.452001953124999800e-01 1.669311523437500000e-02
2.763867187499999822e+00 1.948608398437499944e-02 3.293701171874999778e-01 2.208227539062499911e+00 2.902001953124999645e-01 1.044311523437500139e-02
2.363867187499999911e+00 2.698608398437499917e-02 2.793701171874999889e-01 1.858227539062500044e+00 2.002001953124999956e-01 2.294311523437500208e-02
2.263867187499999822e+00 2.136108398437500111e-02 2.668701171874999778e-01 1.945727539062499956e+00 1.777001953125000033e-01 7.318115234375000347e-03
2.663867187499999734e+00 2.886108398437500083e-02 3.168701171874999667e-01 2.295727539062499822e+00 2.677001953125000000e-01 1.981811523437500278e-02
2.463867187500000000e+00 1.761108398437499778e-02 2.918701171875000000e-01 1.770727539062499911e+00 2.227001953124999878e-01 1.068115234375000000e-03
2.063867187500000089e+00 2.511108398437499750e-02 3.418701171874999889e-01 2.120727539062500000e+00 1.327001953124999911e-01 1.356811523437500069e-02
2.088867187500000000e+00 1.714233398437500083e-02 2.512451171874999778e-01 1.792602539062500000e+00 2.845751953124999734e-01 2.059936523437500000e-02
2.488867187499999911e+00 2.464233398437500056e-02 3.012451171874999667e-01 2.142602539062499645e+00 1.945751953125000044e-01 8.099365234375001041e-03
2.688867187499999645e+00 2.089233398437499722e-02 2.762451171875000000e-01 1.617602539062500178e+00 1.495751953124999922e-01 1.434936523437500139e-02
2.288867187500000178e+00 2.839233398437499695e-02 3.262451171874999889e-01 1.967602539062499822e+00 2.395751953124999889e-01 1.849365234375000043e-03
2.388867187499999822e+00 1.901733398437499903e-02 3.137451171874999778e-01 2.055102539062499734e+00 2.170751953124999967e-01 1.747436523437500069e-02
2.788867187499999734e+00 2.651733398437499875e-02 2.637451171874999889e-01 1.705102539062500089e+00 1.270751953125000000e-01 4.974365234375000000e-03
2.588867187500000000e+00 1.526733398437499917e-02 3.387451171875000000e-01 2.230102539062500000e+00 1.720751953124999845e-01 2.372436523437500278e-02
2.188867187500000089e+00 2.276733398437499889e-02 2.887451171875000111e-01 1.880102539062499911e+00 2.620751953125000089e-01 1.122436523437500035e-02
2.138867187499999822e+00 2.182983398437499806e-02 3.449951171874999778e-01 1.748852539062500044e+00 2.058251953124999867e-01 1.591186523437499931e-02
2.538867187499999734e+00 2.932983398437499778e-02 2.949951171874999889e-01 2.098852539062499911e+00 2.958251953124999556e-01 3.411865234375000347e-03
2.738867187499999911e+00 1.807983398437499820e-02 3.199951171874999556e-01 1.923852539062500089e+00 2.508251953125000266e-01 2.216186523437500139e-02
2.338867187500000000e+00 2.557983398437500139e-02 2.699951171875000222e-01 2.273852539062499734e+00 1.608251953125000022e-01 9.661865234375000694e-03
2.238867187499999911e+00 1.620483398437500000e-02 2.824951171874999778e-01 2.186352539062499822e+00 1.383251953124999822e-01 1.903686523437500208e-02
2.638867187499999822e+00 2.370483398437499972e-02 3.324951171874999667e-01 1.836352539062499956e+00 2.283251953125000067e-01 6.536865234375000520e-03
2.438867187500000089e+00 1.995483398437499986e-02 2.574951171875000111e-01 2.011352539062500000e+00 2.733251953124999911e-01 1.278686523437500000e-02
2.038867187500000178e+00 2.745483398437499958e-02 3.074951171875000000e-01 1.661352539062500133e+00 1.833251953124999944e-01 2.868652343750000108e-04
2.026367187500000000e+00 1.643920898437499847e-02 3.309326171875000000e-01 1.869165039062500089e+00 2.142626953124999734e-01 1.473999023437500000e-02
2.426367187499999911e+00 2.393920898437500167e-02 2.809326171875000111e-01 2.219165039062499734e+00 1.242626953124999906e-01 2.239990234375000173e-03
2.626367187499999645e+00 2.018920898437499833e-02 3.059326171874999778e-01 1.694165039062500044e+00 1.692626953124999889e-01 2.098999023437500208e-02
2.226367187500000178e+00 2.768920898437499806e-02 2.559326171874999889e-01 2.044165039062499911e+00 2.592626953125000133e-01 8.489990234374999653e-03
2.326367187499999822e+00 2.206420898437500000e-02 2.934326171874999667e-01 1.956665039062500000e+00 2.817626953124999778e-01 2.411499023437500139e-02
2.726367187499999734e+00 2.956420898437499972e-02 3.434326171874999556e-01 1.606665039062500133e+00 1.917626953125000089e-01 1.161499023437500069e-02
2.526367187500000000e+00 1.831420898437500014e-02 2.684326171875000000e-01 2.131665039062499822e+00 1.467626953124999967e-01 1.786499023437499931e-02
2.126367187500000089e+00 2.581420898437499986e-02 3.184326171874999889e-01 1.781665039062499956e+00 2.367626953124999933e-01 5.364990234375000347e-03
2.176367187499999911e+00 1.925170898437499750e-02 2.746826171874999778e-01 1.650415039062500089e+00 1.355126953124999867e-01 2.255249023437500000e-02
2.576367187499999822e+00 2.675170898437499722e-02 3.246826171874999667e-01 2.000415039062500178e+00 2.255126953125000111e-01 1.005249023437500104e-02
2.776367187500000000e+00 1.550170898437499938e-02 2.996826171875000000e-01 1.825415039062499911e+00 2.705126953124999956e-01 1.630249023437500139e-02
2.376367187500000089e+00 2.300170898437500083e-02 3.496826171874999889e-01 2.175415039062500000e+00 1.805126953124999989e-01 3.802490234375000260e-03
2.276367187500000000e+00 1.737670898437499931e-02 3.121826171874999556e-01 2.262915039062499911e+00 2.030126953124999911e-01 1.317749023437500035e-02
2.676367187499999911e+00 2.487670898437499903e-02 2.621826171875000222e-01 1.912915039062500044e+00 2.930126953124999600e-01 6.774902343750000867e-04
2.476367187499999734e+00 2.112670898437499917e-02 3.371826171874999778e-01 2.087915039062500089e+00 2.480126953125000033e-01 1.942749023437500069e-02
2.076367187499999822e+00 2.862670898437499889e-02 2.871826171874999889e-01 1.737915039062500000e+00 1.580126953125000067e-01 6.927490234375000000e-03
2.051367187499999911e+00 2.065795898437499875e-02 3.215576171874999778e-01 2.153540039062499911e+00 2.648876953125000044e-01 3.021240234375000000e-03
2.451367187499999822e+00 2.815795898437499847e-02 2.715576171874999889e-01 1.803540039062500044e+00 1.748876953124999800e-01 1.552124023437500069e-02
2.651367187500000000e+00 1.690795898437499889e-02 3.465576171875000000e-01 1.978540039062499867e+00 1.298876953124999956e-01 9.271240234375000347e-03
2.251367187500000089e+00 2.440795898437499861e-02 2.965576171875000111e-01 1.628540039062500000e+00 2.198876953124999922e-01 2.177124023437500278e-02
2.351367187499999734e+00 1.503295898437499896e-02 2.590576171874999778e-01 1.716040039062500133e+00 2.423876953124999845e-01 1.239624023437500139e-02
2.751367187499999645e+00 2.253295898437500042e-02 3.090576171874999667e-01 2.066040039062500000e+00 1.523876953124999878e-01 2.489624023437500208e-02
2.551367187499999911e+00 1.878295898437500056e-02 2.840576171875000000e-01 1.891040039062499956e+00 1.973876953125000000e-01 6.146240234375000173e-03
2.151367187500000000e+00 2.628295898437500028e-02 3.340576171874999889e-01 2.241040039062499822e+00 2.873876953124999689e-01 1.864624023437500000e-02
2.101367187500000178e+00 1.784545898437499972e-02 2.778076171875000222e-01 2.109790039062499734e+00 1.861376953124999900e-01 1.083374023437500000e-02
2.501367187499999645e+00 2.534545898437499944e-02 3.278076171874999556e-01 1.759790039062500089e+00 2.761376953124999867e-01 2.333374023437500069e-02
2.701367187499999822e+00 2.159545898437499958e-02 2.528076171875000000e-01 2.284790039062500000e+00 2.311376953125000022e-01 4.583740234375000520e-03
2.301367187499999911e+00 2.909545898437499931e-02 3.028076171874999889e-01 1.934790039062499911e+00 1.411376953125000056e-01 1.708374023437500208e-02
2.201367187499999822e+00 1.972045898437500139e-02 3.403076171874999667e-01 1.847290039062500000e+00 1.636376953124999978e-01 1.458740234375000130e-03
2.601367187499999734e+00 2.722045898437500111e-02 2.903076171874999778e-01 2.197290039062499645e+00 2.536376953125000222e-01 1.395874023437500104e-02
2.401367187500000000e+00 1.597045898437499806e-02 3.153076171875000000e-01 1.672290039062500178e+00 2.986376953124999512e-01 7.708740234375000694e-03
2.001367187500000089e+00 2.347045898437499778e-02 2.653076171875000111e-01 2.022290039062499822e+00 2.086376953124999822e-01 2.020874023437500139e-02
2.000976562500000000e+00 1.782348632812499889e-02 3.286376953124999778e-01 2.134741210937499911e+00 2.771044921874999956e-01 2.039184570312500139e-02
2.400976562499999911e+00 2.532348632812499861e-02 2.786376953124999889e-01 1.784741210937500044e+00 1.871044921874999989e-01 7.891845703125000694e-03
2.600976562499999645e+00 2.157348632812499875e-02 3.036376953125000111e-01 1.959741210937500089e+00 1.421044921874999867e-01 1.414184570312500104e-02
2.200976562500000178e+00 2.907348632812499847e-02 2.536376953125000222e-01 1.609741210937500000e+00 2.321044921875000111e-01 1.641845703125000130e-03
2.300976562499999822e+00 1.969848632812500056e-02 2.911376953125000000e-01 1.697241210937500133e+00 2.546044921875000311e-01 1.726684570312500208e-02
2.700976562499999734e+00 2.719848632812500028e-02 3.411376953124999889e-01 2.047241210937500000e+00 1.646044921875000067e-01 4.766845703125000520e-03
2.500976562500000000e+00 1.594848632812500069e-02 2.661376953124999778e-01 1.872241210937499956e+00 2.096044921874999911e-01 2.351684570312500069e-02
2.100976562500000089e+00 2.344848632812499695e-02 3.161376953124999667e-01 2.222241210937499822e+00 2.996044921874999600e-01 1.101684570312500000e-02
2.150976562499999911e+00 2.063598632812500139e-02 2.723876953125000111e-01 2.090991210937499734e+00 1.758544921874999889e-01 1.570434570312500069e-02
2.550976562499999822e+00 2.813598632812500111e-02 3.223876953125000000e-01 1.740991210937500089e+00 2.658544921875000133e-01 3.204345703125000000e-03
2.750976562500000000e+00 1.688598632812499806e-02 2.973876953124999778e-01 2.265991210937500000e+00 2.208544921874999734e-01 2.195434570312500278e-02
2.350976562500000089e+00 2.438598632812499778e-02 3.473876953124999667e-01 1.915991210937499911e+00 1.308544921875000044e-01 9.454345703125000347e-03
2.250976562500000000e+00 1.501098632812499986e-02 3.098876953124999889e-01 1.828491210937500000e+00 1.533544921874999967e-01 1.882934570312500000e-02
2.650976562499999911e+00 2.251098632812499958e-02 2.598876953125000000e-01 2.178491210937499645e+00 2.433544921874999933e-01 6.329345703125000173e-03
2.450976562499999734e+00 1.876098632812499972e-02 3.348876953124999556e-01 1.653491210937500178e+00 2.883544921874999778e-01 1.257934570312500139e-02
2.050976562499999822e+00 2.626098632812499944e-02 2.848876953125000222e-01 2.003491210937499822e+00 1.983544921875000089e-01 7.934570312500000271e-05
2.075976562500000178e+00 1.922973632812500014e-02 3.192626953124999556e-01 1.894116210937500044e+00 2.264794921874999922e-01 8.673095703124999653e-03
2.475976562499999645e+00 2.672973632812499986e-02 2.692626953125000222e-01 2.244116210937499911e+00 1.364794921874999956e-01 2.117309570312500208e-02
2.675976562499999822e+00 1.547973632812500028e-02 3.442626953124999778e-01 1.719116210937500000e+00 1.814794921874999800e-01 2.423095703125000173e-03
2.275976562499999911e+00 2.297973632812500000e-02 2.942626953124999889e-01 2.069116210937500089e+00 2.714794921875000044e-01 1.492309570312500000e-02
2.375976562500000000e+00 1.735473632812499847e-02 2.567626953125000111e-01 1.981616210937499956e+00 2.939794921874999689e-01 5.548095703125000347e-03
2.775976562499999911e+00 2.485473632812500167e-02 3.067626953125000000e-01 1.631616210937500089e+00 2.039794921875000000e-01 1.804809570312499931e-02
2.575976562499999734e+00 2.110473632812499833e-02 2.817626953124999778e-01 2.156616210937500000e+00 1.589794921874999878e-01 1.179809570312500069e-02
2.175976562499999822e+00 2.860473632812499806e-02 3.317626953124999667e-01 1.806616210937499911e+00 2.489794921874999845e-01 2.429809570312500139e-02
2.125976562500000000e+00 1.641723632812500111e-02 2.755126953125000000e-01 1.675366210937500044e+00 1.252294921874999856e-01 3.985595703124999827e-03
2.525976562499999911e+00 2.391723632812500083e-02 3.255126953124999889e-01 2.025366210937499911e+00 2.152294921874999822e-01 1.648559570312500139e-02
2.725976562499999645e+00 2.016723632812499750e-02 2.505126953124999778e-01 1.850366210937500089e+00 2.602294921875000222e-01 1.023559570312500104e-02
2.325976562499999734e+00 2.766723632812499722e-02 3.005126953124999667e-01 2.200366210937499734e+00 1.702294921874999978e-01 2.273559570312500000e-02
2.225976562500000089e+00 2.204223632812499917e-02 3.380126953125000000e-01 2.287866210937499645e+00 1.927294921874999900e-01 7.110595703125000000e-03
2.625976562500000000e+00 2.954223632812499889e-02 2.880126953125000111e-01 1.937866210937500000e+00 2.827294921874999867e-01 1.961059570312500069e-02
2.425976562499999822e+00 1.829223632812499931e-02 3.130126953124999778e-01 2.112866210937499822e+00 2.377294921875000022e-01 8.605957031250000867e-04
2.025976562499999911e+00 2.579223632812499903e-02 2.630126953124999889e-01 1.762866210937499956e+00 1.477294921875000056e-01 1.336059570312500035e-02
2.038476562500000089e+00 2.180786132812499722e-02 2.989501953125000000e-01 1.817553710937499956e+00 2.967919921874999645e-01 2.813720703125000087e-03
2.438476562500000000e+00 2.930786132812499695e-02 3.489501953124999889e-01 2.167553710937499822e+00 2.067919921874999956e-01 1.531372070312500035e-02
2.638476562499999734e+00 1.805786132812500083e-02 2.739501953124999778e-01 1.642553710937500133e+00 1.617919921875000111e-01 9.063720703125000000e-03
2.238476562499999822e+00 2.555786132812500056e-02 3.239501953124999667e-01 1.992553710937500000e+00 2.517919921874999800e-01 2.156372070312500069e-02
2.338476562499999911e+00 1.618286132812499917e-02 3.364501953124999778e-01 2.080053710937499911e+00 2.292919921874999878e-01 1.218872070312500104e-02
2.738476562499999822e+00 2.368286132812499889e-02 2.864501953124999889e-01 1.730053710937500044e+00 1.392919921874999911e-01 2.468872070312500000e-02
2.538476562499999645e+00 1.993286132812499903e-02 3.114501953124999556e-01 2.255053710937499734e+00 1.842919921874999756e-01 5.938720703125000694e-03
2.138476562500000178e+00 2.743286132812499875e-02 2.614501953125000222e-01 1.905053710937500089e+00 2.742919921875000000e-01 1.843872070312500139e-02
2.188476562500000000e+00 1.712036132812500000e-02 3.052001953124999778e-01 1.773803710937500000e+00 1.955419921875000133e-01 1.062622070312500139e-02
2.588476562499999911e+00 2.462036132812499972e-02 2.552001953124999889e-01 2.123803710937499645e+00 2.855419921874999822e-01 2.312622070312500208e-02
2.788476562499999645e+00 2.087036132812499986e-02 3.302001953125000000e-01 1.948803710937499822e+00 2.405419921874999978e-01 4.376220703125000173e-03
2.388476562499999734e+00 2.837036132812499958e-02 2.802001953125000111e-01 2.298803710937499911e+00 1.505419921875000011e-01 1.687622070312500000e-02
2.288476562500000089e+00 1.899536132812499820e-02 2.677001953125000000e-01 2.211303710937500000e+00 1.280419921875000089e-01 1.251220703125000000e-03
2.688476562500000000e+00 2.649536132812500139e-02 3.177001953124999889e-01 1.861303710937499911e+00 2.180419921874999778e-01 1.375122070312500069e-02
2.488476562499999822e+00 1.524536132812500007e-02 2.927001953124999667e-01 2.036303710937499734e+00 2.630419921875000178e-01 7.501220703125000347e-03
